FullText,Name,Address,ACT,AD,ADLT,ADM,AH,ALZ,AOT,ARIPI,ASENA,AT,BMT,BREXP,CARIP,CBT,CCBHC,CDM,CFT,CHLD,CHLOR,CIT,CJ,CLF,CLOZA,CM,CMHC,CMHG,CO,COOT,CRT,CSBG,DBT,DEC,DROPE,DV,ECT,EMDR,ES,FG,FLUPH,FPSY,FQHC,GL,GT,HALOP,HI,HIVT,HS,HV,ICM,IDD,IH,ILOPE,IMR,IPC,IPT,ITU,KIT,LAD,LMG,LOXAP,LURAS,MC,MD,MF,MH,MI,MSMH,NRT,NSC,OLANZ,OLANZF,OMH,OP,ORES,OSF,OSG,PA,PALIP,PCF,PED,PEER,PEFP,PEOFF,PEON,PERPH,PH,PHDT,PI,PIMOZ,PROCH,PRS,PSY,PTSD,PVTN,PVTP,QUETI,RES,RISPE,RTCA,RTCC,SCJJ,SE,SED,SEF,SEMP,SF,SH,SHB,SHC,SI,SMA,SMHA,SMI,SMON,SMOP,SMPD,SNR,SPS,SS,STDT,STU,SUMH,SWFS,TAY,TBG,TBI,TBS,TCC,TELE,THIOR,THIOT,TMS,TPC,TRIFL,TRMA,TT,VAF,VAMC,VET,VO,VRS,WI,YAD,ZIPRA
"Empowering Minds Resource Center 7954 Baltimore Annapolis Boulevard Suite 2E-F Glen Burnie, Maryland 21061 Phone: (410) 590-3672 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ LURAS OLANZ OLANZF PALIP QUETI RISPE ⑥ CBT CFT GT IDD IPT ⑧ PVTN ⑨ FQHC ⑩ MD ⑫ AD TAY GL VET HV DV PEFP ⑭ DEC SEMP VRS ⑯ SMON ⑰ ADLT CHLD SNR YAD",Empowering Minds Resource Center ,"7954 Baltimore Annapolis Boulevard Suite 2E-F Glen Burnie, Maryland 21061",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"Essential Therapeutic Perspectives Inc 8100 Professional Place Suite 200 Hyattsville, Maryland 20785 Phone: (301) 577-4440 ① MH ③ OP ④ OMH ⑤ CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ AT BMT CBT CFT DBT GT IDD IPT TT ⑦ CIT PEON ⑧ PVTP ⑩ CLF MD PI SCJJ SF SI SMHA SWFS ⑫ AD TAY HV DV TRMA PTSD SED SMI ⑭ COOT ES FPSY PRS ⑯ SMPD ⑰ ADLT CHLD SNR YAD",Essential Therapeutic Perspectives Inc ,"8100 Professional Place Suite 200 Hyattsville, Maryland 20785",0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1
"Family Behavioral Services LLC 1835 University Boulevard East Suite 316 Hyattsville, Maryland 20783 Phone: (301) 270-3200 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ CHLOR FLUPH HALOP PIMOZ PROCH ARIPI BREXP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ AT BMT CBT CRT CFT DBT GT IDD IPT TT ⑦ PEON ⑧ PVTP ⑨ FQHC ⑩ MC MD MI PI SF ⑪ PA SS ⑫ AD TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI PEFP PTSD SED SMI ⑭ COOT DEC ES FPSY HS PEER PRS SEMP SPS ⑮ STU TCC ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑳ F4 F19 F28",Family Behavioral Services LLC ,"1835 University Boulevard East Suite 316 Hyattsville, Maryland 20783",0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
"Family Health Connections LLC 9055 Chevrolet Drive Suite 205 Ellicott City, Maryland 21042 Phone: (410) 465-5451 ① MH SUMH ② TELE ③ OP ④ ORES ⑥ AT BMT CBT IDD IPT TT ⑧ PVTP ⑩ CLF CMHG CSBG FG MC MD MI OSF PI PCF SCJJ SEF SF SI VAF ⑫ AD TAY SE VET ADM CO DV PTSD SMI ⑬ SHB SHC STDT TBS ⑭ CDM ⑯ SMON ⑰ ADLT CHLD SNR YAD",Family Health Connections LLC ,"9055 Chevrolet Drive Suite 205 Ellicott City, Maryland 21042",0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
"Family Services Inc Montgomery Station/OP MH Clinic 610 East Diamond Street Suite 100 Gaithersburg, Maryland 20877 Phone: (301) 840-2000 Intake: (301) 840-3200 ① MH SUMH ② TELE ③ OP ④ MSMH ⑤ FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ AT BMT CBT CFT DBT GT IDD IPT TT ⑧ PVTN ⑩ CLF CMHG CSBG MC MD OSF PCF SCJJ SEF SF SWFS ⑫ AD TAY SE CO DV TRMA PEFP PTSD SED SMI ⑭ DEC ES FPSY HS IMR IPC PEER PRS SEMP SH SPS VRS ⑮ NRT NSC STU TCC ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑳ SP",Family Services Inc Montgomery Station/OP MH Clinic ,"610 East Diamond Street Suite 100 Gaithersburg, Maryland 20877",0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
"Family Vision 600 Reisterstown Road Suite 204 Pikesville, Maryland 21208 Phone: (410) 602-5139 Intake: (443) 865-5549 ① MH ③ OP ④ OMH ⑦ PEON ⑧ OSG ⑩ MD ⑫ AD GL MF HV ⑭ PRS ⑯ SMOP ⑰ ADLT CHLD SNR YAD ⑲ AH ⑳ SP",Family Vision ,"600 Reisterstown Road Suite 204 Pikesville, Maryland 21208",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"First Choice Counseling Center 600 Reisterstown Road Suite 402 Pikesville, Maryland 21208 Phone: (410) 929-4793 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ BMT CBT CFT DBT GT IDD IPT TT ⑧ PVTP ⑩ MD PI SF ⑪ SS ⑫ AD TAY SE GL VET CO HV TRMA PTSD SED SMI ⑭ PRS ⑯ SMPD ⑰ ADLT CHLD SNR YAD",First Choice Counseling Center ,"600 Reisterstown Road Suite 402 Pikesville, Maryland 21208",0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1
"First Step of Arundel Lodge 1819 Bay Ridge Avenue Annapolis, Maryland 21403 Phone: (410) 280-2333 ① MH SUMH ② TELE ③ OP ④ CMHC ⑤ CHLOR FLUPH HALOP ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ CBT CFT DBT GT IDD IPT TT ⑧ PVTN ⑩ CLF CMHG MC MD MI OSF PI SF SMHA VAF ⑪ SS ⑫ AD ⑭ COOT ⑮ NRT NSC STU TCC ⑯ SMPD ⑰ ADLT CHLD SNR YAD",First Step of Arundel Lodge ,"1819 Bay Ridge Avenue Annapolis, Maryland 21403",0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
"For All Seasons Inc 208 Cedar Street Cambridge, Maryland 21613 Phone: (410) 822-1018 ① MH SUMH ② TELE ③ OP ④ OMH ⑥ AT BMT CBT CRT CFT EMDR GT IPT TT ⑧ PVTN ⑩ CLF FG MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS ⑪ SS ⑫ AD TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI ⑭ CM FPSY SPS ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑳ SP",For All Seasons Inc ,"208 Cedar Street Cambridge, Maryland 21613",0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"For All Seasons Inc 300 Talbot Street Easton, Maryland 21601 Phone: (410) 822-1018 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ CHLOR PERPH ⑥ AT BMT CBT CRT CFT EMDR GT IPT TT ⑦ CIT PEON ⑧ PVTN ⑩ CLF FG MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS ⑪ SS ⑫ AD TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI ⑭ CM FPSY SPS ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑲ AH ⑳ SP",For All Seasons Inc ,"300 Talbot Street Easton, Maryland 21601",0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"For All Seasons Inc 141 Log Canoe Circle Stevensville, Maryland 21666 Phone: (410) 822-1018 ① MH SUMH ② TELE ③ OP ④ OMH ⑥ AT BMT CBT CRT CFT EMDR GT IPT TT ⑧ PVTN ⑩ CLF FG MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS ⑪ SS ⑫ AD TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI ⑭ CM FPSY SPS ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑳ SP",For All Seasons Inc ,"141 Log Canoe Circle Stevensville, Maryland 21666",0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"For All Seasons Inc Satellite 516 Washington Street Chestertown, Maryland 21620 Phone: (410) 822-1018 ① MH SUMH ② TELE ③ OP ④ OMH ⑥ AT BMT CBT CRT CFT EMDR GT IPT TT ⑧ PVTN ⑩ CLF FG MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS ⑪ SS ⑫ AD TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SMI ⑭ CM FPSY SPS ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑳ SP",For All Seasons Inc Satellite ,"516 Washington Street Chestertown, Maryland 21620",0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"For All Seasons Inc Satellite 114 Market Street Suites 204, 205 and 207 Denton, Maryland 21629 Phone: (410) 822-1018 Intake: (410) 822-1018x0 ① MH SUMH ② TELE ③ OP ④ OMH ⑥ AT BMT CBT CRT CFT EMDR GT IPT TT ⑧ PVTN ⑩ CLF FG MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS ⑪ SS ⑫ AD TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI ⑭ CM FPSY SPS ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑳ SP F19",For All Seasons Inc Satellite ,"114 Market Street Suites 204, 205 and 207 Denton, Maryland 21629",0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"For All Seasons Inc Satellite Office 8221 Teal Drive Suite 427 Easton, Maryland 21601 Phone: (410) 822-1018 ① MH SUMH ② TELE ③ OP ④ OMH ⑥ AT BMT CBT CRT CFT EMDR GT IPT TT ⑧ PVTN ⑩ CLF FG MC MD MI OSF PI PCF SCJJ SEF SF SI SMHA SWFS ⑪ SS ⑫ AD TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI ⑭ CM FPSY SPS ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑳ SP",For All Seasons Inc Satellite Office ,"8221 Teal Drive Suite 427 Easton, Maryland 21601",0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0
"Foundations Psychiatric Rehabilitation Program 1025 West Nursery Road Suite 118 Linthicum Heights, Maryland 21090 Phone: (410) 789-7772x21 Intake: (410) 789-7772x11 ① MH SUMH ② TELE ③ OP ④ CMHC ⑥ AT BMT CBT CFT DBT GT IDD IPT ⑦ CIT ⑧ PVTP ⑩ CLF CMHG MD PI PCF SEF SF SMHA VAF ⑪ SS ⑫ SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SMI ⑭ CDM CM COOT DEC ES FPSY ICM IMR IPC PEER PRS SEMP SPS VRS ⑮ NSC STU TCC ⑯ SMPD ⑰ ADLT SNR YAD",Foundations Psychiatric Rehabilitation Program ,"1025 West Nursery Road Suite 118 Linthicum Heights, Maryland 21090",0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
"Frederick County Health Department Mental Health Services 350 Montevue Lane Frederick, Maryland 21702 Phone: (301) 600-1755 ① MH ③ OP ④ OMH ⑤ CHLOR FLUPH HALOP PERPH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ⑥ CBT CFT GT IPT TT ⑧ OSG ⑩ CLF MC MD SMHA ⑭ FPSY SPS ⑯ SMON ⑰ ADLT SNR YAD ⑲ AH",Frederick County Health Department Mental Health Services ,"350 Montevue Lane Frederick, Maryland 21702",0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1
"Frederick Health Hospital Behavioral Health Unit 400 West 7th Street Second Floor Frederick, Maryland 21701 Phone: (240) 566-3904 Intake: (240) 566-3521 ① MH SUMH ② TELE ③ HI PHDT ④ PSY ⑤ CHLOR FLUPH HALOP ARIPI ASENA CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ AT BMT CBT GT IDD IPT ⑦ CIT PEON WI ⑧ PVTN ⑩ CLF MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ⑫ CO SMI ⑬ HIVT SHB SHC STDT TBS ⑭ CM DEC ES FPSY IPC PEER SPS ⑮ NRT NSC STU TCC ⑯ SMON ⑰ ADLT SNR YAD ⑲ AH ⑳ SP F28",Frederick Health Hospital Behavioral Health Unit ,"400 West 7th Street Second Floor Frederick, Maryland 21701",0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"Freedom Center 202 Perry Parkway Suite 5 Gaithersburg, Maryland 20877 Phone: (240) 720-3103 ① MH SUMH ② TELE ③ OP PHDT ④ MSMH ⑥ AT BMT CBT CFT DBT EMDR GT IDD IPT TT ⑦ CIT PEON ⑧ PVTP ⑩ ITU MI PI PCF SF SI ⑪ SS ⑫ CO TRMA PTSD ⑭ AOT CM COOT DEC ES FPSY HS ICM IPC LAD PEER PRS SEMP SH VRS ⑮ NSC ⑯ SMPD ⑰ ADLT SNR YAD",Freedom Center ,"202 Perry Parkway Suite 5 Gaithersburg, Maryland 20877",0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
"Glory Health Center Inc 4705 Harford Road Suite B Baltimore, Maryland 21214 Phone: (410) 444-0779 ① MH ③ OP ④ OMH ⑥ BMT ⑧ PVTP ⑨ FQHC ⑩ MD ⑫ AD SE SED SMI ⑭ CM ES PRS ⑯ SMOP ⑰ ADLT CHLD SNR YAD",Glory Health Center Inc ,"4705 Harford Road Suite B Baltimore, Maryland 21214",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Grace Medical Center Hospital Inpatient 2000 West Baltimore Street Baltimore, Maryland 21223 Phone: (410) 362-3000 Intake: (410) 362-3573 ① MH SUMH ② TELE ③ OP PHDT RES ④ MSMH ⑤ CHLOR FLUPH HALOP ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ⑥ CBT CFT GT IDD IPT ⑦ CIT PEON PEOFF WI ⑧ PVTN ⑩ CMHG MC MD MI PI PCF SCJJ SF SI SMHA ⑫ AD CO SED SMI ⑭ ACT CDM CM ES FPSY HS ICM IPC PEER PRS SEMP SH SPS VRS ⑮ NRT STU TCC ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑲ AH",Grace Medical Center Hospital Inpatient ,"2000 West Baltimore Street Baltimore, Maryland 21223",1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
"Grace Medical Center Outpatient Mental Health Program 2000 West Baltimore Street 5th Floor Baltimore, Maryland 21223 Phone: (410) 362-3541 Intakes: (410) 362-3558 (410) 362-3350 ① MH SUMH ② TELE ③ OP PHDT ④ OMH ⑤ FLUPH HALOP PERPH ARIPI BREXP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ BMT CBT CFT DBT GT IPT TT ⑦ WI ⑧ PVTN ⑩ MC MD PI PCF SF SI ⑫ AD CO TRMA PTSD SED SMI ⑭ CDM COOT DEC FPSY IPC SPS ⑮ NRT NSC STU TCC ⑯ SMON ⑰ ADLT CHLD SNR YAD",Grace Medical Center Outpatient Mental Health Program ,"2000 West Baltimore Street 5th Floor Baltimore, Maryland 21223",0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
