"County","FIPS","Tract","Imprisonment_Rate","Total_Pop","IncomeMedian","pctWhite","pctBlack","pctBachelorsUp","pctUnderPoverty","pctOwner","pctRenter","UnempRate16","missing","Imprisonment_RateCounty","Total_PopCounty","IncomeMedianCounty","pctWhiteCounty","pctBlackCounty","pctBachelorsUpCounty","pctUnderPovertyCounty","pctOwnerCounty","pctRenterCounty","UnempRate16County","white","black","bachelorsUp","poverty","owner","renter","unemp","black_cat","white_cat","bachelors_cat","poverty_cat","owner_cat","renter_cat"
"Allegany",24001002000,"Allegany County, Census Tract 20",56,5373,49655,97.95297933,0,17.3224188,14.87520129,77.13365539,22.86634461,7.1,FALSE,163.363636363636,68211,49091.7727272727,91.8576917863636,6.90758346368182,21.0200997385909,16.0221212775455,70.3227147981818,29.6772852022727,7.53181818181818,1,0,0,1,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Above Average","Majority Homeowner","Not Majority Renter"
"Allegany",24001002100,"Allegany County, Census Tract 21",229,3062,43863,98.97337183,0.128328521,10.91073039,15.954323,63.55932203,36.44067797,10.3,FALSE,163.363636363636,68211,49091.7727272727,91.8576917863636,6.90758346368182,21.0200997385909,16.0221212775455,70.3227147981818,29.6772852022727,7.53181818181818,1,0,0,1,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Above Average","Majority Homeowner","Not Majority Renter"
"Allegany",24001002200,"Allegany County, Census Tract 22",136,3689,50403,99.29149798,0.328947368,12.09795322,12.02270382,83.33333333,16.66666667,9,FALSE,163.363636363636,68211,49091.7727272727,91.8576917863636,6.90758346368182,21.0200997385909,16.0221212775455,70.3227147981818,29.6772852022727,7.53181818181818,1,0,0,1,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Above Average","Majority Homeowner","Not Majority Renter"
"Allegany",24001002300,"Allegany County, Census Tract 23",199,5514,53090,97.87310743,1.820475847,15.10281257,13.75930296,76.27333696,23.72666304,9.5,FALSE,163.363636363636,68211,49091.7727272727,91.8576917863636,6.90758346368182,21.0200997385909,16.0221212775455,70.3227147981818,29.6772852022727,7.53181818181818,1,0,0,1,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Above Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003701101,"Anne Arundel County, Census Tract 7011.01",23,4370,148276,98.82578481,0.838725138,55.68938193,2.09856166,92.83187927,7.168120726,4.2,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003701103,"Anne Arundel County, Census Tract 7011.03",108,3694,81953,95.81360578,0.69773237,22.52222588,19.46574326,69.1318328,30.8681672,12,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,0,1,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Above Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003701104,"Anne Arundel County, Census Tract 7011.04",49,4085,98125,86.19133574,12.15403129,47.52018454,5.180388529,87.91242677,12.08757323,4,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003701201,"Anne Arundel County, Census Tract 7012.01",78,3867,123393,96.4556962,2.953586498,38.93600617,3.622004357,93.70915033,6.290849673,6.7,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,0,0,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003701202,"Anne Arundel County, Census Tract 7012.02",20,4969,123864,98.25157844,0.315687227,37.64285714,3.232707392,92.75017827,7.249821726,3.3,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,0,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003701301,"Anne Arundel County, Census Tract 7013.01",50,4005,141058,94.58261512,0.935730116,58.90310786,7.008086253,91.53334974,8.466650258,4.6,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003701302,"Anne Arundel County, Census Tract 7013.02",99,4039,134191,84.35882691,13.80103508,43.95442852,3.247110622,96.68129457,3.318705431,4.1,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003701400,"Anne Arundel County, Census Tract 7014",57,3505,114667,83.47039474,16.28289474,39.07563025,8.989347883,82.22915043,17.77084957,7.4,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,0,0,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003702100,"Anne Arundel County, Census Tract 7021",29,6856,126065,93.20034692,4.562012142,48.37507762,3.720552396,83.78947368,16.21052632,4.9,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003702204,"Anne Arundel County, Census Tract 7022.04",0,4465,136071,90.38081108,3.560830861,59.04665995,0.872288079,86.47019424,13.52980576,4.3,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003702205,"Anne Arundel County, Census Tract 7022.05",0,5881,113417,64.93631802,31.99536858,63.04235537,1.088201604,74.01215805,25.98784195,4.8,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003702206,"Anne Arundel County, Census Tract 7022.06",75,6656,106688,75.37710736,17.13989944,57.83210731,1.42282265,84.34869454,15.65130546,2.5,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003702208,"Anne Arundel County, Census Tract 7022.08",73,8250,126769,61.14573664,22.15886487,59.63149079,0.351047089,72.87253359,27.12746641,7.2,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003702209,"Anne Arundel County, Census Tract 7022.09",68,4403,162862,84.23746162,6.883316274,65.0690184,1.929341017,86.89551491,13.10448509,1.9,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003702300,"Anne Arundel County, Census Tract 7023",52,5802,127460,95.79973748,1.612600788,53.97070162,2.247396309,97.14964371,2.850356295,3.4,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003702402,"Anne Arundel County, Census Tract 7024.02",54,7377,125604,93.50723807,3.339544217,64.28815295,7.353971144,62.08597604,37.91402396,5.3,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003702500,"Anne Arundel County, Census Tract 7025",494,6884,139875,63.16582226,29.5221142,46.83390653,9.805238415,53.22472061,46.77527939,3.2,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003702601,"Anne Arundel County, Census Tract 7026.01",263,5704,117083,90.51108606,8.774896655,65.62196307,2.910714286,81.57056951,18.42943049,4.3,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003702602,"Anne Arundel County, Census Tract 7026.02",34,5954,157212,84.63541667,14.24153646,72.10796915,0.782840144,89.2868314,10.7131686,2.3,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003702702,"Anne Arundel County, Census Tract 7027.02",0,4108,173667,88.9395667,5.98631699,68.08274843,3.948473817,91.90702884,8.092971157,1.8,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003702703,"Anne Arundel County, Census Tract 7027.03",40,2504,152748,82.80991736,12.10743802,78.59469521,0.483481064,58.09830782,41.90169218,0,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003702704,"Anne Arundel County, Census Tract 7027.04",38,2619,98417,76.57453557,17.44449479,46.37755102,1.817149347,37.08120386,62.91879614,2.9,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,0,1,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Not Majority Homeowner","Majority Renter"
"Anne Arundel",24003706102,"Anne Arundel County, Census Tract 7061.02",680,2353,99405,71.00877193,27.4122807,67.88194444,6.572769953,54.71293916,45.28706084,8.7,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003706103,"Anne Arundel County, Census Tract 7061.03",341,1468,80481,83.13333333,12.46666667,68.90660592,14.2021721,38.84711779,61.15288221,1.9,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,1,0,1,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Above Average","Not Majority Homeowner","Majority Renter"
"Anne Arundel",24003706302,"Anne Arundel County, Census Tract 7063.02",89,3357,95208,86.05754969,6.437258974,69.27316569,5.119152692,58.16416593,41.83583407,5.4,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003706303,"Anne Arundel County, Census Tract 7063.03",603,2489,66556,50.61503417,46.19589977,39.96983409,12.47383843,75.70764681,24.29235319,14.2,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,1,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Above Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003706304,"Anne Arundel County, Census Tract 7063.04",44,2250,63774,77.2841999,20.34326098,60.40308239,5.512195122,47.90243902,52.09756098,2,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,0,1,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Not Majority Homeowner","Majority Renter"
"Anne Arundel",24003706402,"Anne Arundel County, Census Tract 7064.02",481,3537,87500,55.17241379,34.08953418,44.76744186,22.33706575,56.21403913,43.78596087,3.6,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,1,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Above Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003706403,"Anne Arundel County, Census Tract 7064.03",73,4107,97966,47.73117488,8.928133431,30.31307551,0.342717258,58.17248962,41.82751038,5.5,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,0,0,0,0,1,0,1,"Not Majority Black","Not Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003706404,"Anne Arundel County, Census Tract 7064.04",312,2881,32456,20.42801556,19.89299611,54.97076023,41.66268514,32.83510125,67.16489875,0,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,0,0,1,1,0,1,0,"Not Majority Black","Not Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Above Average","Not Majority Homeowner","Majority Renter"
"Anne Arundel",24003706500,"Anne Arundel County, Census Tract 7065",217,5523,99146,67.81522151,19.97349489,47.27088093,2.59763209,62.29970065,37.70029935,0.5,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003706600,"Anne Arundel County, Census Tract 7066",240,5426,127008,78.91870083,10.20778697,55.06084071,8.175594039,76.04524339,23.95475661,3.7,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003706700,"Anne Arundel County, Census Tract 7067",0,621,100541,76.99478001,13.57196122,21.54566745,0,0,100,2.3,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,0,0,0,1,0,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Below Average","Not Majority Homeowner","Majority Renter"
"Anne Arundel",24003707001,"Anne Arundel County, Census Tract 7070.01",66,6064,112311,87.21335535,10.01651073,36.60909754,1.312289413,88.44515442,11.55484558,3,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,0,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
"Anne Arundel",24003707002,"Anne Arundel County, Census Tract 7070.02",107,4665,93348,90.20858896,6.871165644,40.01221747,3.022611906,91.96119196,8.038808039,6.4,FALSE,149.346456692913,585149,106230.015748031,75.7728093630709,16.7921022560315,43.2074834514173,6.04582062814961,74.2327796432362,25.7672203568032,4.24488188976378,1,0,1,0,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter"
