"FIPS","County","Tract","Imprisonment_Rate","Total_Pop","IncomeMedian","pctWhite","pctBlack","pctBachelorsUp","pctUnderPoverty","pctOwner","pctRenter","UnempRate16","pctUnder18","pctOver65","pctDepend","pctNoVeh","pctDisability","pctMedicaid","pctMedicare","pctNoHI","pctNoSP","pctNoInternet","pctRural","missing","Imprisonment_RateCounty","Total_PopCounty","IncomeMedianCounty","pctWhiteCounty","pctBlackCounty","pctBachelorsUpCounty","pctUnderPovertyCounty","pctOwnerCounty","pctRenterCounty","UnempRate16County","white","black","bachelorsUp","poverty","owner","renter","unemp","black_cat","white_cat","bachelors_cat","poverty_cat","owner_cat","renter_cat","MHF_miles","Total_TravelTime_MHF","Driving_Miles_MHF","Inpatient_miles","Total_TravelTime","Driving_Miles","Crisis_miles","Total_TravelTime_Crisis","Driving_Miles_Crisis","Walkin_miles","Total_TravelTime_Walkin","Driving_Miles_Walkin","FacilityName","Setting_Inpatient","Setting_Outpatient","Setting_PartialHospital","Setting_Residential","Setting_Tele","Emer_CrisisIntervention","Emer_Walkins","FedQualified","Payment_Medicaid","Payment_Medicare","Payment_VA","PaymentAssist_Assistance","PaymentAssist_SlidingScale","Age_Adults","IH_FacilityName","IH_Setting_Inpatient","IH_Setting_Outpatient","IH_Setting_PartialHospital","IH_Setting_Residential","IH_Setting_Tele","IH_Emer_CrisisIntervention","IH_Emer_Walkins","IH_FedQualified","IH_Payment_Medicaid","IH_Payment_Medicare","IH_Payment_VA","IH_PaymentAssist_Assistance","IH_PaymentAssist_SlidingScale","IH_Age_Adults","Crisis_IH_FacilityName","Crisis_IH_Setting_Inpatient","Crisis_IH_Setting_Outpatient","Crisis_IH_Setting_PartialHospital","Crisis_IH_Setting_Residential","Crisis_IH_Setting_Tele","Crisis_IH_Emer_CrisisIntervention","Crisis_IH_Emer_Walkins","Crisis_IH_FedQualified","Crisis_IH_Payment_Medicaid","Crisis_IH_Payment_Medicare","Crisis_IH_Payment_VA","Crisis_IH_PaymentAssist_Assistance","Crisis_IH_PaymentAssist_SlidingScale","Crisis_IH_Age_Adults","Walkin_IH_FacilityName","Walkin_IH_Setting_Inpatient","Walkin_IH_Setting_Outpatient","Walkin_IH_Setting_PartialHospital","Walkin_IH_Setting_Residential","Walkin_IH_Setting_Tele","Walkin_IH_Emer_CrisisIntervention","Walkin_IH_Emer_Walkins","Walkin_IH_FedQualified","Walkin_IH_Payment_Medicaid","Walkin_IH_Payment_Medicare","Walkin_IH_Payment_VA","Walkin_IH_PaymentAssist_Assistance","Walkin_IH_PaymentAssist_SlidingScale","Walkin_IH_Age_Adults","IncomeMedian1000"
24001001401,"Allegany","Allegany County, Census Tract 14.01",154,3896,78589,96.51029748,1.201372998,37.71746695,5.209481808,87.48273004,12.51726996,2.6,17.9,23.8,41.6,5.2,13.1,13.5,4.4,2.2,20.8,12.1,19.17,FALSE,163.363636363636,68211,49091.7727272727,91.8576917863636,6.90758346368182,21.0200997385909,16.0221212775455,70.3227147981818,29.6772852022727,7.53181818181818,1,0,0,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",2.03235523268162,9.38831629120159,5.93586544294418,3.00383477487742,12.9701437755254,7.63913027552777,3.00383477487742,12.9701437755254,7.63913027552777,58.8457269902783,73.9234747675256,76.0907773724845,"Committed to Change PC Psychiatric Rehabilitation",0,1,0,0,0,1,1,0,1,1,0,1,1,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,78.589
24001001402,"Allegany","Allegany County, Census Tract 14.02",0,1439,66042,99.39903846,0.360576923,28.86597938,4.915155061,81.68519602,18.31480398,2.8,15.6,26.1,41.7,2.5,11.2,9.8,4.8,1.1,23.6,7.4,0.01,FALSE,163.363636363636,68211,49091.7727272727,91.8576917863636,6.90758346368182,21.0200997385909,16.0221212775455,70.3227147981818,29.6772852022727,7.53181818181818,1,0,0,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",1.94830461062837,10.4116301269671,4.29592899580062,2.96630996982867,14.7850928111699,8.06893984584027,2.96630996982867,14.7850928111699,8.06893984584027,58.9810835344057,75.7384238031702,76.520586942797,"Committed to Change PC Psychiatric Rehabilitation",0,1,0,0,0,1,1,0,1,1,0,1,1,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,66.042
24001001502,"Allegany","Allegany County, Census Tract 15.02",54,1846,54449,99.02912621,0.970873786,14.96512365,13.36515513,82.52983294,17.47016706,8.3,18.2,22.9,41.1,4.3,20.4,17.5,6.2,3.9,30.4,20.2,21.61,FALSE,163.363636363636,68211,49091.7727272727,91.8576917863636,6.90758346368182,21.0200997385909,16.0221212775455,70.3227147981818,29.6772852022727,7.53181818181818,1,0,0,1,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Above Average","Majority Homeowner","Not Majority Renter",1.8201002865987,10.2966302196098,5.29618458051742,2.60117723520574,15.2326361325835,7.18142954615765,2.60117723520574,15.2326361325835,7.18142954615765,56.7787379131414,76.5302321087146,75.6146497479727,"Committed to Change PC Psychiatric Rehabilitation",0,1,0,0,0,1,1,0,1,1,0,1,1,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,54.449
24001001503,"Allegany","Allegany County, Census Tract 15.03",116,1718,45100,98.7283237,0.809248555,8.997252747,11.28205128,81.65242165,18.34757835,15.2,12.7,22.7,35.5,11.2,22.6,21.3,9.5,1.4,25.8,20.9,100,FALSE,163.363636363636,68211,49091.7727272727,91.8576917863636,6.90758346368182,21.0200997385909,16.0221212775455,70.3227147981818,29.6772852022727,7.53181818181818,1,0,0,1,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Above Average","Majority Homeowner","Not Majority Renter",4.47909857290352,20.4554527179143,10.840089691491,5.32529047577299,25.3914128545208,12.7253193983421,5.32529047577299,25.3914128545208,12.7253193983421,60.3571357848105,86.6890698658082,81.1585548589463,"Committed to Change PC Psychiatric Rehabilitation",0,1,0,0,0,1,1,0,1,1,0,1,1,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,45.1
24001001600,"Allegany","Allegany County, Census Tract 16",123,1620,47188,97.44897959,0.793650794,34.44354184,18.26241135,66.74405107,33.25594893,5.4,14.7,23.7,38.4,9.9,19.4,8.2,3.9,0.2,23.2,10.7,29,FALSE,163.363636363636,68211,49091.7727272727,91.8576917863636,6.90758346368182,21.0200997385909,16.0221212775455,70.3227147981818,29.6772852022727,7.53181818181818,1,0,0,1,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Above Average","Majority Homeowner","Not Majority Renter",7.26673208247064,20.4706147457663,12.7411462197152,8.35413559651297,24.0524422300901,14.4444110522988,8.35413559651297,24.0524422300901,14.4444110522988,64.3746038021327,85.0058094617144,82.8960657786501,"Committed to Change PC Psychiatric Rehabilitation",0,1,0,0,0,1,1,0,1,1,0,1,1,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,47.188
24001001700,"Allegany","Allegany County, Census Tract 17",209,4309,44181,96.80038204,0.811843362,24.04620231,19.81776765,68.93712575,31.06287425,9.4,16,23.9,39.9,8.1,16.3,19.2,3.4,5.1,27.7,14.6,16.86,FALSE,163.363636363636,68211,49091.7727272727,91.8576917863636,6.90758346368182,21.0200997385909,16.0221212775455,70.3227147981818,29.6772852022727,7.53181818181818,1,0,0,1,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Above Average","Majority Homeowner","Not Majority Renter",4.41487091293388,14.6344564533517,9.96629909772933,5.40346783493175,18.2162839376754,11.6695639303129,5.40346783493175,18.2162839376754,11.6695639303129,61.0048949520831,79.1696511692997,80.1212186566642,"Committed to Change PC Psychiatric Rehabilitation",0,1,0,0,0,1,1,0,1,1,0,1,1,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,44.181
24001001800,"Allegany","Allegany County, Census Tract 18",77,3894,31744,74.24274518,21.49968227,41.2412993,30.14729951,49.54721863,50.45278137,10.2,8.8,8,16.8,12,10.5,17.4,3.5,3.8,17.1,12.6,4.24,FALSE,163.363636363636,68211,49091.7727272727,91.8576917863636,6.90758346368182,21.0200997385909,16.0221212775455,70.3227147981818,29.6772852022727,7.53181818181818,1,0,1,1,0,1,1,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Above Average","Not Majority Homeowner","Majority Renter",8.68492959621829,19.2152896580524,13.4381291647101,9.96312038218216,22.7971171423762,15.1413939972937,9.96312038218216,22.7971171423762,15.1413939972937,66.0861951463601,83.7504843740005,83.5930487236449,"Villa Maria of Mountain Maryland Catholic Charities Family Services",0,1,0,0,1,1,0,0,1,1,0,0,0,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,31.744
24001001900,"Allegany","Allegany County, Census Tract 19",79,2516,56053,99.10990712,0,20.76318743,8.490930143,84.33919022,15.66080978,8.2,25.7,21.5,47.2,3.2,12.8,11.4,7.8,1.6,20,15.3,88.4,FALSE,163.363636363636,68211,49091.7727272727,91.8576917863636,6.90758346368182,21.0200997385909,16.0221212775455,70.3227147981818,29.6772852022727,7.53181818181818,1,0,0,0,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",5.60335158264055,16.3539477006432,12.4154024910031,7.1726087218551,19.9357751849669,14.1186673235867,7.1726087218551,19.9357751849669,14.1186673235867,63.0938235927278,80.8891424165912,82.570322049938,"Villa Maria of Mountain Maryland Catholic Charities Family Services",0,1,0,0,1,1,0,0,1,1,0,0,0,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,56.053
24001002000,"Allegany","Allegany County, Census Tract 20",56,5373,49655,97.95297933,0,17.3224188,14.87520129,77.13365539,22.86634461,7.1,20.1,17.5,37.6,2.2,17.9,14.7,5.9,3.7,19.5,8.4,39.65,FALSE,163.363636363636,68211,49091.7727272727,91.8576917863636,6.90758346368182,21.0200997385909,16.0221212775455,70.3227147981818,29.6772852022727,7.53181818181818,1,0,0,1,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Above Average","Majority Homeowner","Not Majority Renter",3.54581936718443,19.1426554783149,11.5487586462134,5.58364667547826,22.7244829626387,13.252023478797,5.58364667547826,22.7244829626387,13.252023478797,60.157828110881,83.6778349354739,81.7036782051482,"Villa Maria of Mountain Maryland Catholic Charities Family Services",0,1,0,0,1,1,0,0,1,1,0,0,0,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,49.655
24001002100,"Allegany","Allegany County, Census Tract 21",229,3062,43863,98.97337183,0.128328521,10.91073039,15.954323,63.55932203,36.44067797,10.3,21.5,21.9,43.4,11.3,17.9,23.5,4.3,4.4,24.5,19.4,30.97,FALSE,163.363636363636,68211,49091.7727272727,91.8576917863636,6.90758346368182,21.0200997385909,16.0221212775455,70.3227147981818,29.6772852022727,7.53181818181818,1,0,0,1,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Above Average","Majority Homeowner","Not Majority Renter",10.0104704615638,25.1863398634518,17.4101561206398,11.9915365925409,28.7681673477756,19.1134209532234,11.9915365925409,28.7681673477756,19.1134209532234,66.1984389607092,89.7215345793999,87.5650756795746,"Villa Maria of Mountain Maryland Catholic Charities Family Services",0,1,0,0,1,1,0,0,1,1,0,0,0,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Thomas B Finan Center",1,0,0,0,1,1,0,0,1,1,0,1,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,43.863
